form,doc,before,keyword,after,anchor
picens,casanatensis,audax in duas c¯consonantes ut picenu2um,picens,tiburtu2um tiburs in a desinentia denominatiua,w32112
tiburtu2um,casanatensis,in duas c¯consonantes ut picenu2um picens,tiburtu2um,tiburs in a desinentia denominatiua ul¯uel,w32115
tiburs,casanatensis,duas c¯consonantes ut picenu2um picens tiburtu2um,tiburs,in a desinentia denominatiua ul¯uel i,w32118
tiburs,casanatensis,samnis laurentis ŋpro laurens tiburtis ŋpro,tiburs,"quiritisThere is a macron over the second ""i"" of ""quirītis"" to mark the vowel's long quantity. ŋpro quiris ceritisThere is a macron over the first ""i"" of ""cerītis"" to mark the vowel's long quantity. ul¯uel ceretis",w38523
cautela,casanatensis,a ut sapientia ul¯uel l ut,cautela,ul¯uel n ut tonstrina ul¯uel r,w32166
tonstrina,casanatensis,l ut cautela ul¯uel n ut,tonstrina,"ul¯uel r ut armatura in uerbialibusOn the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30). This form will recur again later in the manuscript, but I'm not repeating this note from this point on.",w32178
armatura,casanatensis,n ut tonstrina ul¯uel r ut,armatura,"in uerbialibusOn the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30). This form will recur again later in the manuscript, but I'm not repeating this note from this point on. habent alias c¯consonantes quas",w32190
"uerbialibuson the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30). this form will recur again later in the manuscript, but i'm not repeating this note from this point on.",casanatensis,tonstrina ul¯uel r ut armatura in,"uerbialibusOn the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30). This form will recur again later in the manuscript, but I'm not repeating this note from this point on.",habent alias c¯consonantes quas a uerbis,w32196
accipiunt,casanatensis,habent alias c¯consonantes quas a uerbis,accipiunt,denominatiua plurimas formas hab¯abent et diuersas,w32214
accipiunt,casanatensis,plurimas formas hab¯abent et diuersas significationes,accipiunt,ut scribas scriba c¯conuiuo c¯conuiua secundæ,w32235
plurimas,casanatensis,c¯consonantes quas a uerbis accipiunt denominatiua,plurimas,formas hab¯abent et diuersas significationes accipiunt,w32217
scribas,casanatensis,hab¯abent et diuersas significationes accipiunt ut,scribas,scriba c¯conuiuo c¯conuiua secundæ declinationis nomina,w32241
scriba,casanatensis,et diuersas significationes accipiunt ut scribas,scriba,c¯conuiuo c¯conuiua secundæ declinationis nomina desinentia,w32244
scriba,casanatensis,masculina ul¯uel co2ommunia ut a scribo,scriba,a lego collega aduenio aduena in,w33105
c¯conuiuo,casanatensis,diuersas significationes accipiunt ut scribas scriba,c¯conuiuo,c¯conuiua secundæ declinationis nomina desinentia in,w32247
c¯conuiua,casanatensis,significationes accipiunt ut scribas scriba c¯conuiuo,c¯conuiua,secundæ declinationis nomina desinentia in us,w32250
quotcu2umq;que,casanatensis,nomina desinentia in us antecedente c,quotcu2umq;que,syllabaru2um sint absq;que regionu2um nominibus assumunt,w32278
regionu2um,casanatensis,antecedente c quotcu2umq;que syllabaru2um sint absq;que,regionu2um,nominibus assumunt genitiuo tia et fac¯aciunt,w32289
regionu2um,casanatensis,us quacu2umq;que consonante antecedente absq;que nominibus,regionu2um,ut letus leti letitia durus duri,w32370
tia,casanatensis,sint absq;que regionu2um nominibus assumunt genitiuo,tia,et fac¯aciunt denominatiua ut amicus amici,w32301
tia,casanatensis,is nominatiuo et genitiuo assumunt datiuo,tia,ut tristis tristis tristi tristitia i,w32424
amicus,casanatensis,genitiuo tia et fac¯aciunt denominatiua ut,amicus,amici amicitia inimicus inimici inimicitia similiter,w32316
amici,casanatensis,tia et fac¯aciunt denominatiua ut amicus,amici,amicitia inimicus inimici inimicitia similiter fac¯aciunt,w32319
amicitia,casanatensis,et fac¯aciunt denominatiua ut amicus amici,amicitia,inimicus inimici inimicitia similiter fac¯aciunt secundæ,w32322
inimicus,casanatensis,fac¯aciunt denominatiua ut amicus amici amicitia,inimicus,inimici inimicitia similiter fac¯aciunt secundæ declinationis,w32325
inimici,casanatensis,denominatiua ut amicus amici amicitia inimicus,inimici,inimicitia similiter fac¯aciunt secundæ declinationis disillaba,w32328
inimicitia,casanatensis,ut amicus amici amicitia inimicus inimici,inimicitia,similiter fac¯aciunt secundæ declinationis disillaba in,w32332
disillaba,casanatensis,inimici inimicitia similiter fac¯aciunt secundæ declinationis,disillaba,in us quacu2umq;que consonante antecedente absq;que,w32347
quacu2umq;que,casanatensis,fac¯aciunt secundæ declinationis disillaba in us,quacu2umq;que,consonante antecedente absq;que nominibus regionu2um ut,w32355
quacu2umq;que,casanatensis,nascuntur siue n¯non habeant et a,quacu2umq;que,parte nascuntur i penultimu2um ŋproduc¯uctum hab¯abent,w37656
letus,casanatensis,consonante antecedente absq;que nominibus regionu2um ut,letus,leti letitia durus duri duritia tertiæ,w32376
leti,casanatensis,antecedente absq;que nominibus regionu2um ut letus,leti,letitia durus duri duritia tertiæ declinationis,w32379
letitia,casanatensis,absq;que nominibus regionu2um ut letus leti,letitia,durus duri duritia tertiæ declinationis desinentitia,w32382
duri,casanatensis,regionu2um ut letus leti letitia durus,duri,duritia tertiæ declinationis desinentitia in is,w32388
desinentitia,casanatensis,letitia durus duri duritia tertiæ declinationis,desinentitia,in is nominatiuo et genitiuo assumunt,w32400
datiuo,casanatensis,in is nominatiuo et genitiuo assumunt,datiuo,tia ut tristis tristis tristi tristitia,w32421
datiuo,casanatensis,genitiuo secundæ declinationis ueniunt ul¯uel a,datiuo,tertiæ uersu2um i in e longu2um,w32739
datiuo,casanatensis,s hab¯abent ante er hæc n¯non,datiuo,sed nominatiuo assumunt tas ut puber,w36213
datiuo,casanatensis,participiis secundæ decl¯clinationis genitiuo sin tertiæ,datiuo,assumunt cius i ta2am penultimu2um qua2am,w39015
tristi,casanatensis,assumunt datiuo tia ut tristis tristis,tristi,"tristitia i penultimu2um corcorreptumThe abbreviation ""cor"" for ""correptus, -a, -um"" is quite common, but up to this point it always had an abbreviation mark (a macron) above it. This is the first time that there is no visible abbreviation mark. Also, this is the first time that I meet a new type of abbreviation, that I encode as ""omission"" (omission of graphemes, without abbreviation mark): se the documentation for a full discussion on this type of abbreviation. in omnib;bus",w32436
tristitia,casanatensis,datiuo tia ut tristis tristis tristi,tristitia,"i penultimu2um corcorreptumThe abbreviation ""cor"" for ""correptus, -a, -um"" is quite common, but up to this point it always had an abbreviation mark (a macron) above it. This is the first time that there is no visible abbreviation mark. Also, this is the first time that I meet a new type of abbreviation, that I encode as ""omission"" (omission of graphemes, without abbreviation mark): se the documentation for a full discussion on this type of abbreviation. in omnib;bus supradictis",w32439
"corcorreptumthe abbreviation ""cor"" for ""correptus, -a, -um"" is quite common, but up to this point it always had an abbreviation mark (a macron) above it. this is the first time that there is no visible abbreviation mark. also, this is the first time that i meet a new type of abbreviation, that i encode as ""omission"" (omission of graphemes, without abbreviation mark): se the documentation for a full discussion on this type of abbreviation.",casanatensis,tristis tristis tristi tristitia i penultimu2um,"corcorreptumThe abbreviation ""cor"" for ""correptus, -a, -um"" is quite common, but up to this point it always had an abbreviation mark (a macron) above it. This is the first time that there is no visible abbreviation mark. Also, this is the first time that I meet a new type of abbreviation, that I encode as ""omission"" (omission of graphemes, without abbreviation mark): se the documentation for a full discussion on this type of abbreviation.",in omnib;bus supradictis et secundæ et,w32448
cor¯correpto,casanatensis,secundæ et tertiæ declinationis alia nomina,cor¯correpto,i genitiui secundæ decli¯clinationis assumptu2um a,w32481
cor¯correpto,casanatensis,quoru2um genitiuus uincit nominatiuu2um una syll¯llaba,cor¯correpto,"i datiuiThe source Priscian, Ars grammatica, K 2.119.22-25, has a different syntactic construction, but with the same general meaning: ""similiter faciunt tertiae declinationis nomina siue participia, quae una syllaba, uincunt genetiuo nominatiuum: assumunt enim datiuo a, paenultima i ubique, sicut supra dictum est, correpta"". assumptu2um a fac¯aciunt denominatiua",w32556
cor¯correpto,casanatensis,a nominibus secundæ declinationis n¯non participialibus,cor¯correpto,i genitiui additis tudo fiunt sin,w33822
decli¯clinationis,casanatensis,alia nomina cor¯correpto i genitiui secundæ,decli¯clinationis,assumptu2um a fac¯faciunt denominatiua ut uiolentus,w32493
decli¯clinationis,casanatensis,uox uocis uocalis sin a quartæ,decli¯clinationis,sint abiectu2um s nominatiui et addita,w37224
decli¯clinationis,casanatensis,ŋproduc¯uctum hab¯abeat tamen a manu quartæ,decli¯clinationis,deriuatur ab auo auitus a mare,w41049
assumptu2um,casanatensis,nomina cor¯correpto i genitiui secundæ decli¯clinationis,assumptu2um,a fac¯faciunt denominatiua ut uiolentus uiolenti,w32496
assumptu2um,casanatensis,"nominatiuu2um una syll¯llaba cor¯correpto i datiuiThe source Priscian, Ars grammatica, K 2.119.22-25, has a different syntactic construction, but with the same general meaning: ""similiter faciunt tertiae declinationis nomina siue participia, quae una syllaba, uincunt genetiuo nominatiuum: assumunt enim datiuo a, paenultima i ubique, sicut supra dictum est, correpta"".",assumptu2um,a fac¯aciunt denominatiua ut neglegens neglegentis,w32565
uiolentus,casanatensis,decli¯clinationis assumptu2um a fac¯faciunt denominatiua ut,uiolentus,uiolenti uiolentia et tertiæ declinationis nomina,w32511
uiolenti,casanatensis,assumptu2um a fac¯faciunt denominatiua ut uiolentus,uiolenti,uiolentia et tertiæ declinationis nomina ul¯uel,w32514
uiolentia,casanatensis,a fac¯faciunt denominatiua ut uiolentus uiolenti,uiolentia,et tertiæ declinationis nomina ul¯uel participia,w32517
participia,casanatensis,uiolentia et tertiæ declinationis nomina ul¯uel,participia,quoru2um genitiuus uincit nominatiuu2um una syll¯llaba,w32535
"datiuithe source priscian, ars grammatica, k 2.119.22-25, has a different syntactic construction, but with the same general meaning: ""similiter faciunt tertiae declinationis nomina siue participia, quae una syllaba, uincunt genetiuo nominatiuum: assumunt enim datiuo a, paenultima i ubique, sicut supra dictum est, correpta"".",casanatensis,uincit nominatiuu2um una syll¯llaba cor¯correpto i,"datiuiThe source Priscian, Ars grammatica, K 2.119.22-25, has a different syntactic construction, but with the same general meaning: ""similiter faciunt tertiae declinationis nomina siue participia, quae una syllaba, uincunt genetiuo nominatiuum: assumunt enim datiuo a, paenultima i ubique, sicut supra dictum est, correpta"".",assumptu2um a fac¯aciunt denominatiua ut neglegens,w32562
neglegens,casanatensis,"datiuiThe source Priscian, Ars grammatica, K 2.119.22-25, has a different syntactic construction, but with the same general meaning: ""similiter faciunt tertiae declinationis nomina siue participia, quae una syllaba, uincunt genetiuo nominatiuum: assumunt enim datiuo a, paenultima i ubique, sicut supra dictum est, correpta"". assumptu2um a fac¯aciunt denominatiua ut",neglegens,neglegentis neglegenti neglegentia inueniuntur denominatiua quæ,w32580
neglegentis,casanatensis,assumptu2um a fac¯aciunt denominatiua ut neglegens,neglegentis,neglegenti neglegentia inueniuntur denominatiua quæ desinunt,w32583
neglegenti,casanatensis,a fac¯aciunt denominatiua ut neglegens neglegentis,neglegenti,neglegentia inueniuntur denominatiua quæ desinunt in,w32586
neglegentia,casanatensis,fac¯aciunt denominatiua ut neglegens neglegentis neglegenti,neglegentia,inueniuntur denominatiua quæ desinunt in monia,w32589
monia,casanatensis,neglegentia inueniuntur denominatiua quæ desinunt in,monia,deriuatiua a nominibus siue uerbis ut,w32607
castus,casanatensis,deriuatiua a nominibus siue uerbis ut,castus,casti castimonia parco parsi parsimonia in,w32628
casti,casanatensis,a nominibus siue uerbis ut castus,casti,castimonia parco parsi parsimonia in a,w32631
castimonia,casanatensis,nominibus siue uerbis ut castus casti,castimonia,parco parsi parsimonia in a desinentia,w32634
parco,casanatensis,siue uerbis ut castus casti castimonia,parco,parsi parsimonia in a desinentia denominatiua,w32637
parco,casanatensis,o ut ŋprobo ŋprobus suþperbio suþperbus,parco,parcus luceo lucus ł pauca inueniuntur,w39438
parsi,casanatensis,uerbis ut castus casti castimonia parco,parsi,parsimonia in a desinentia denominatiua seu,w32640
parsimonia,casanatensis,ut castus casti castimonia parco parsi,parsimonia,in a desinentia denominatiua seu uerbialia,w32643
uerbialia,casanatensis,parsimonia in a desinentia denominatiua seu,uerbialia,consonante antecedente ul¯uel in la exeunt,w32661
uerbialia,casanatensis,suadela in na desinentia denominatiua siue,uerbialia,uel natura ul¯uel positione semþper longa2am,w32871
uerbialia,casanatensis,ŋproprie fem¯feminini generis sunt preter pauca,uerbialia,seruantia consonantes uerboru2um st¯sunt masculina ul¯uel,w33072
uerbialia,casanatensis,in en antecedente m pene omnia,uerbialia,st¯sunt et neutra et si st¯sunt,w34989
uerbialia,casanatensis,excepto paluster et hæc denominatiua sunt,uerbialia,ex his quæ seruant consonante2em uerboru2um,w35892
uerbialia,casanatensis,"equosThis probably is meant as an alternative spelling for ""equus"". eques pes pedis pedes et",uerbialia,tego teges tegetis mergo merges mergetis,w36789
uerbialia,casanatensis,p¯preterito rupi rupes in is desinentia,uerbialia,multas et diuersas formas habent alia,w36885
uerbialia,casanatensis,manualis specie specialis in alis fiunt,uerbialia,a prima c¯coniugatione ut penetro penetralis,w37302
uerbialia,casanatensis,ceritis in os ta2am denominatiua qua2am,uerbialia,pauca st¯sunt lepus lepos co2ompeto co2ompes,w38604
uerbialia,casanatensis,moribundus similis morienti et pene omnia,uerbialia,st¯sunt et si deriuantur a prima,w40080
uerbialia,casanatensis,nouo nouas in rus denominatiua siue,uerbialia,pauca quoru2um penultima ŋproducitur ex quib;bus,w40440
uerbialia,casanatensis,uerutus in ptus ctus xus desinentia,uerbialia,ul¯uel participialia sunt acceptus amictus flexus,w41175
uerbialia,casanatensis,et in meror in ax pleru2umq;que,uerbialia,ab omni c¯coniugatione ut uoro uoras,w41400
uerbialia,casanatensis,syll¯yllaba et dicr¯icitur nutrix in ox,uerbialia,ul¯uel denominatiua ut uoco uox uelu2um,w41634
uersu2um,casanatensis,declinationis ueniunt ul¯uel a datiuo tertiæ,uersu2um,i in e longu2um et assu2umpta,w32745
uersu2um,casanatensis,"curialis mensa mensaleThere is a circumflex mark over the ""a"" of ""mensâle"" to mark the vowel's long quantity. si secundæ st¯sunt",uersu2um,i genitiui in a longu2um et,w37110
uersu2um,casanatensis,elis pauca denominatiua fidus fidi fidelis,uersu2um,i in e longu2um et assu2umpta,w37350
assu2umpta,casanatensis,uersu2um i in e longu2um et,assu2umpta,la ut tutus tuti tutela cliens,w32763
